,transaction_id,request_raw,transactionId,datetime,vehicleno,raw_vehicleno,top_class_name,front_class_name,front_class_name_top_camera,top_class_name_top_camera,final_front_class,final_top_class,lane_id,manual_check_reg,ANPR_frames_process,machineId,colour,material,quantity,rfid,response,status_code,statusMessage,LogID,Message
302,IND0041131120240100304,Found,IND0041131120240100304,13_11_2024_08_34_38,MP04ZL2127,MP04ZL2127,non_mining,mini_truck,mini_truck,non_mining,mini_truck,non_mining,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
303,IND0041131120240100305,Found,IND0041131120240100305,13_11_2024_08_34_50,,20241113083231,non_mining,truck,truck,covered,truck,non_mining,1.0,2,4.0,41.0,Green,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
304,IND0041131120240100306,Found,IND0041131120240100306,13_11_2024_08_35_33,HR58CA953,HR58CA953,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Brown,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
305,IND0041131120240100307,Found,IND0041131120240100307,13_11_2024_08_36_32,AP06HL2329,AP06HL2329,Not_Found,truck,truck,covered,truck,covered,1.0,,4.0,41.0,Yellow_orange,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
306,IND0041131120240100308,Found,IND0041131120240100308,13_11_2024_08_38_18,,2O241113083559,non_mining,truck,truck,non_mining,truck,non_mining,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
307,IND0041131120240100309,Found,IND0041131120240100309,13_11_2024_08_38_47,KA01AL8262,KA01AL8262,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
308,IND0041131120240100310,Found,IND0041131120240100310,13_11_2024_08_40_34,,J146L1345,Not_Found,truck,truck,covered,truck,covered,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
309,IND0041131120240100311,Found,IND0041131120240100311,13_11_2024_08_40_46,RJ19GH6652,RJ19GH6652,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
310,IND0041131120240100312,Found,IND0041131120240100312,13_11_2024_08_40_58,,HR681158,mining_full,truck,truck,covered,truck,mining_full,1.0,2,4.0,41.0,Black,Stone_crush_powder,91.0,,Found,200,Data Saved Successfully!,518880.0,Success
311,IND0041131120240100313,Found,IND0041131120240100313,13_11_2024_08_45_19,GJ12BZ0920,GJ12BZ0920,Not_Found,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
312,IND0041131120240100314,Found,IND0041131120240100314,13_11_2024_08_45_48,MP13GA7125,MP13GA7125,non_mining,truck,truck,covered,truck,non_mining,1.0,,4.0,41.0,Brown,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
313,IND0041131120240100315,Found,IND0041131120240100315,13_11_2024_08_46_12,,A,non_mining,truck,truck,non_mining,truck,non_mining,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
314,IND0041131120240100316,Found,IND0041131120240100316,13_11_2024_08_46_45,MP04ZX2766,04ZX2766,Not_Found,hywa,hywa,mining_full,hywa,mining_full,1.0,,3.0,41.0,Black,Brown_Sand,90.0,,Found,409,Error while adding record!,0.0,
315,IND0041131120240100317,Found,IND0041131120240100317,13_11_2024_08_47_00,,H773,Not_Found,truck,truck,non_mining,truck,non_mining,1.0,2,4.0,41.0,Blue,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
316,IND0041131120240100318,Found,IND0041131120240100318,13_11_2024_08_47_46,HR63C3147,HR63C3147,non_mining,truck,truck,covered,truck,non_mining,1.0,,4.0,41.0,Brown,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
317,IND0041131120240100319,Found,IND0041131120240100319,13_11_2024_08_48_09,MP04GA8587,MP04GA8587,non_mining,mini_truck,mini_truck,non_mining,mini_truck,non_mining,1.0,,4.0,41.0,Grey_Silver,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
318,IND0041131120240100320,Found,IND0041131120240100320,13_11_2024_08_48_20,,,Not_Found,truck,truck,non_mining,truck,non_mining,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
319,IND0041131120240100321,Found,IND0041131120240100321,13_11_2024_08_48_50,JH10CD2665,JH10CQ2665,Not_Found,truck,truck,covered,truck,covered,1.0,,4.0,41.0,Brown,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
320,IND0041131120240100322,Found,IND0041131120240100322,13_11_2024_08_48_57,,J096RJ,Not_Found,truck,truck,non_mining,truck,non_mining,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
321,IND0041131120240100323,Found,IND0041131120240100323,13_11_2024_08_49_34,,MJC4409,Not_Found,truck,truck,non_mining,truck,non_mining,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
322,IND0041131120240100324,Found,IND0041131120240100324,13_11_2024_08_49_50,,MP041553,Not_Found,hywa,hywa,covered,hywa,covered,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
323,IND0041131120240100325,Found,IND0041131120240100325,13_11_2024_08_52_38,MP04YA4048,MP04YA4048,mining_empty,truck,truck,non_mining,truck,mining_empty,1.0,,4.0,41.0,Brown,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
324,IND0041131120240100326,Found,IND0041131120240100326,13_11_2024_08_53_44,MP21ZC5466,MP21ZC5466,Not_Found,hywa,hywa,mining_full,hywa,mining_full,1.0,,4.0,41.0,Blue,Crusher_Khadi,97.0,,Found,200,Data Saved Successfully!,518888.0,Success
325,IND0041131120240100327,Found,IND0041131120240100327,13_11_2024_08_54_25,,13,non_mining,truck,truck,non_mining,truck,non_mining,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
326,IND0041131120240100328,Found,IND0041131120240100328,13_11_2024_08_55_56,MP48H2152,MP48H2152,Not_Found,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
327,IND0041131120240100329,Found,IND0041131120240100329,13_11_2024_08_59_26,RJ06GC7187,RJ06GC7187,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Green,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
328,IND0041131120240100330,Found,IND0041131120240100330,13_11_2024_08_59_42,RJ17GQ1311,RJ17GQ1311,Not_Found,hywa,Not_Found,Not_Found,hywa,Not_Found,1.0,,4.0,41.0,Not_Found,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
329,IND0041131120240100331,Found,IND0041131120240100331,13_11_2024_08_59_48,,,Not_Found,truck,truck,covered,truck,covered,1.0,2,4.0,41.0,Blue,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
330,IND0041131120240100332,Found,IND0041131120240100332,13_11_2024_08_59_53,,,Not_Found,hywa,hywa,mining_full,hywa,mining_full,1.0,2,4.0,41.0,Black,Brown_Sand,91.0,,Found,200,Data Saved Successfully!,518891.0,Success
331,IND0041131120240100333,Found,IND0041131120240100333,13_11_2024_09_00_19,MP28G3153,MP28G3153,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,3.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
332,IND0041131120240100334,Found,IND0041131120240100334,13_11_2024_09_00_23,,07052,non_mining,truck,truck,non_mining,truck,non_mining,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
333,IND0041131120240100335,Found,IND0041131120240100335,13_11_2024_09_03_22,,AM9,Not_Found,truck,Not_Found,Not_Found,truck,Not_Found,1.0,2,4.0,41.0,Not_Found,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
334,IND0041131120240100336,Found,IND0041131120240100336,13_11_2024_09_04_29,,,Not_Found,hywa,hywa,mining_full,hywa,mining_full,1.0,2,4.0,41.0,White,Stone_crush_powder,96.0,,Found,200,Data Saved Successfully!,518892.0,Success
335,IND0041131120240100337,Found,IND0041131120240100337,13_11_2024_09_04_32,,04,non_mining,mini_truck,mini_truck,non_mining,mini_truck,non_mining,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
336,IND0041131120240100338,Found,IND0041131120240100338,13_11_2024_09_04_53,,FORTUNER,Not_Found,hywa,hywa,mining_full,hywa,mining_full,1.0,2,4.0,41.0,Green,Brown_Sand,91.0,,Found,200,Data Saved Successfully!,518893.0,Success
337,IND0041131120240100339,Found,IND0041131120240100339,13_11_2024_09_05_46,MP04HE4881,MP04HE4881,mining_full,hywa,hywa,mining_full,hywa,mining_full,1.0,,4.0,41.0,Not_Found,Stone_crush_powder,98.0,,Found,409,Error while adding record!,0.0,
338,IND0041131120240100340,Found,IND0041131120240100340,13_11_2024_09_07_48,MH40CM5843,MH40CM5843,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
339,IND0041131120240100341,Found,IND0041131120240100341,13_11_2024_09_08_23,PO10JA7599,P910,Not_Found,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,White,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
340,IND0041131120240100342,Found,IND0041131120240100342,13_11_2024_09_08_51,PB10JA8799,10799,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Brown,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
341,IND0041131120240100343,Found,IND0041131120240100343,13_11_2024_09_09_49,Not_Found,Not_Found,non_mining,mini_truck,mini_truck,non_mining,mini_truck,non_mining,1.0,2,1.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
342,IND0041131120240100344,Found,IND0041131120240100344,13_11_2024_09_11_16,BR44GA5657,BR44GA5657,Not_Found,truck,truck,covered,truck,covered,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
343,IND0041131120240100345,Found,IND0041131120240100345,13_11_2024_09_12_02,MP43ZG8879,MP43ZG8879,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,White,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
344,IND0041131120240100346,Found,IND0041131120240100346,13_11_2024_09_12_16,MH40CD0958,MH40CD0958,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Brown,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
345,IND0041131120240100347,Found,IND0041131120240100347,13_11_2024_09_13_07,GJ06V1678,GJ06V1678,non_mining,truck,Not_Found,Not_Found,truck,non_mining,1.0,,4.0,41.0,Not_Found,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
346,IND0041131120240100348,Found,IND0041131120240100348,13_11_2024_09_13_26,GJ05BZ2435,GJ05BZ2435,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,White,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
347,IND0041131120240100349,Found,IND0041131120240100349,13_11_2024_09_14_14,,,non_mining,mini_truck,mini_truck,non_mining,mini_truck,non_mining,1.0,2,3.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
348,IND0041131120240100350,Found,IND0041131120240100350,13_11_2024_09_14_28,RJ11GC9673,RJ11,Not_Found,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Green,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
349,IND0041131120240100351,Found,IND0041131120240100351,13_11_2024_09_15_00,MP05G8097,MP05G8097,non_mining,mini_truck,mini_truck,non_mining,mini_truck,non_mining,1.0,,4.0,41.0,Grey_Silver,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
350,IND0041131120240100352,Found,IND0041131120240100352,13_11_2024_09_15_15,GJ12BZ8433,GJ12BZ8433,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Brown,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
351,IND0041131120240100353,Found,IND0041131120240100353,13_11_2024_09_15_40,HR38AE4353,HR3E4353,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,White,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
352,IND0041131120240100354,Found,IND0041131120240100354,13_11_2024_09_15_51,,17,non_mining,mini_truck,mini_truck,non_mining,mini_truck,non_mining,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
353,IND0041131120240100355,Found,IND0041131120240100355,13_11_2024_09_16_20,MH40CM4428,MH40CM4428,Not_Found,truck,truck,covered,truck,covered,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
354,IND0041131120240100356,Found,IND0041131120240100356,13_11_2024_09_16_58,MP09GH2633,MP09GH2633,non_mining,mini_truck,mini_truck,non_mining,mini_truck,non_mining,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
355,IND0041131120240100357,Found,IND0041131120240100357,13_11_2024_09_17_16,CG07BF5227,CG07BF5227,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Brown,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
356,IND0041131120240100358,Found,IND0041131120240100358,13_11_2024_09_18_58,MP04GB8786,MP04GB8786,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
357,IND0041131120240100359,Found,IND0041131120240100359,13_11_2024_09_20_04,,,Not_Found,truck,truck,non_mining,truck,non_mining,1.0,2,2.0,41.0,Blue,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
358,IND0041131120240100360,Found,IND0041131120240100360,13_11_2024_09_20_31,Not_Found,Not_Found,non_mining,truck,truck,covered,truck,non_mining,1.0,2,1.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
359,IND0041131120240100361,Found,IND0041131120240100361,13_11_2024_09_20_48,,4365,Not_Found,truck,truck,mining_full,truck,mining_full,1.0,2,4.0,41.0,Black,Brown_Sand,90.0,,Found,200,Data Saved Successfully!,518905.0,Success
360,IND0041131120240100362,Found,IND0041131120240100362,13_11_2024_09_21_20,Not_Found,Not_Found,Not_Found,truck,truck,non_mining,truck,non_mining,1.0,2,1.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
361,IND0041131120240100363,Found,IND0041131120240100363,13_11_2024_09_21_40,,,Not_Found,truck,truck,non_mining,truck,non_mining,1.0,2,3.0,41.0,Grey_Silver,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
362,IND0041131120240100364,Found,IND0041131120240100364,13_11_2024_09_21_56,,,Not_Found,truck,truck,non_mining,truck,non_mining,1.0,2,4.0,41.0,Blue,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
363,IND0041131120240100365,Found,IND0041131120240100365,13_11_2024_09_22_33,,,Not_Found,hywa,hywa,mining_full,hywa,mining_full,1.0,2,4.0,41.0,Black,Brown_Sand,95.0,,Found,200,Data Saved Successfully!,518906.0,Success
364,IND0041131120240100366,Found,IND0041131120240100366,13_11_2024_09_23_34,NL01AB0106,NL01AB0106,Not_Found,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
365,IND0041131120240100367,Found,IND0041131120240100367,13_11_2024_09_23_51,,HH2928,Not_Found,truck,truck,covered,truck,covered,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
366,IND0041131120240100368,Found,IND0041131120240100368,13_11_2024_09_25_20,MP13ZN8796,MP13ZN8796,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,White,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
367,IND0041131120240100369,Found,IND0041131120240100369,13_11_2024_09_26_01,HR55AJ4102,HR55AJ4102,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,White,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
368,IND0041131120240100370,Found,IND0041131120240100370,13_11_2024_09_26_10,,D3002,Not_Found,truck,truck,covered,truck,covered,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
369,IND0041131120240100371,Found,IND0041131120240100371,13_11_2024_09_27_41,MP05G7762,MP05G7762,Not_Found,hywa,Not_Found,Not_Found,hywa,Not_Found,1.0,,4.0,41.0,Not_Found,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
370,IND0041131120240100372,Found,IND0041131120240100372,13_11_2024_09_27_46,,GJ26,Not_Found,truck,truck,covered,truck,covered,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
371,IND0041131120240100373,Found,IND0041131120240100373,13_11_2024_09_29_55,MP04ZQ0450,MP04ZQ0450,Not_Found,mini_truck,mini_truck,non_mining,mini_truck,non_mining,1.0,,4.0,41.0,Green,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
372,IND0041131120240100374,Found,IND0041131120240100374,13_11_2024_09_30_11,MP04GB6198,MP04GB6198,non_mining,mini_truck,mini_truck,non_mining,mini_truck,non_mining,1.0,,4.0,41.0,Grey_Silver,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
373,IND0041131120240100375,Found,IND0041131120240100375,13_11_2024_09_30_51,UP94Q9240,UP94Q9240,Not_Found,tractor,tractor,non_mining,tractor,non_mining,1.0,,4.0,41.0,Red,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
374,IND0041131120240100376,Found,IND0041131120240100376,13_11_2024_09_31_29,RJ06GC2129,RJ06GC2129,Not_Found,truck,truck,covered,truck,covered,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
375,IND0041131120240100377,Found,IND0041131120240100377,13_11_2024_09_35_42,,JOTO,non_mining,truck,truck,non_mining,truck,non_mining,1.0,2,4.0,41.0,Blue,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
376,IND0041131120240100378,Found,IND0041131120240100378,13_11_2024_09_35_56,RJ23GC1976,RJ23GC1976,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
377,IND0041131120240100379,Found,IND0041131120240100379,13_11_2024_09_36_58,PB10HQ1282,PB10HQ1282,non_mining,truck,truck,covered,truck,non_mining,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
378,IND0041131120240100380,Found,IND0041131120240100380,13_11_2024_09_37_25,,01747909,Not_Found,truck,Not_Found,Not_Found,truck,Not_Found,1.0,2,4.0,41.0,Not_Found,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
379,IND0041131120240100381,Found,IND0041131120240100381,13_11_2024_09_37_34,,MP489901,Not_Found,truck,truck,non_mining,truck,non_mining,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
380,IND0041131120240100382,Found,IND0041131120240100382,13_11_2024_09_39_48,MP04HE5001,MP04HE5001,Not_Found,hywa,Not_Found,Not_Found,hywa,Not_Found,1.0,,4.0,41.0,Not_Found,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
381,IND0041131120240100383,Found,IND0041131120240100383,13_11_2024_09_40_00,MH19CY8036,MH19CY8036,non_mining,mini_truck,mini_truck,non_mining,mini_truck,non_mining,1.0,,4.0,41.0,Blue,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
382,IND0041131120240100384,Found,IND0041131120240100384,13_11_2024_09_42_23,UP16BT5553,UP16BT5553,non_mining,truck,truck,covered,truck,non_mining,1.0,,3.0,41.0,Brown,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
383,IND0041131120240100385,Found,IND0041131120240100385,13_11_2024_09_43_02,HP05ZB6685,MP05Z8668,Not_Found,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
384,IND0041131120240100386,Found,IND0041131120240100386,13_11_2024_09_44_09,,,Not_Found,truck,truck,covered,truck,covered,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
385,IND0041131120240100387,Found,IND0041131120240100387,13_11_2024_09_44_56,,,Not_Found,truck,truck,non_mining,truck,non_mining,1.0,2,2.0,41.0,Blue,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
386,IND0041131120240100388,Found,IND0041131120240100388,13_11_2024_09_45_36,MP48H1394,1394,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
387,IND0041131120240100389,Found,IND0041131120240100389,13_11_2024_09_45_42,HP04PA2847,HP04PA2847,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,2.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
388,IND0041131120240100390,Found,IND0041131120240100390,13_11_2024_09_45_49,RJ27GQ0598,RJ27GQ0598,Not_Found,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Grey_Silver,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
389,IND0041131120240100391,Found,IND0041131120240100391,13_11_2024_09_46_02,,0J15A,non_mining,truck,truck,covered,truck,non_mining,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
390,IND0041131120240100392,Found,IND0041131120240100392,13_11_2024_09_46_16,,,non_mining,truck,truck,non_mining,truck,non_mining,1.0,2,4.0,41.0,Brown,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
391,IND0041131120240100393,Found,IND0041131120240100393,13_11_2024_09_47_11,,IMP046,non_mining,mini_truck,mini_truck,non_mining,mini_truck,non_mining,1.0,2,4.0,41.0,Green,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
392,IND0041131120240100394,Found,IND0041131120240100394,13_11_2024_09_48_33,,THE,non_mining,truck,truck,non_mining,truck,non_mining,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
393,IND0041131120240100395,Found,IND0041131120240100395,13_11_2024_09_49_33,,,Not_Found,truck,Not_Found,Not_Found,truck,Not_Found,1.0,2,4.0,41.0,Not_Found,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
394,IND0041131120240100396,Found,IND0041131120240100396,13_11_2024_09_50_18,,246309,Not_Found,truck,truck,covered,truck,covered,1.0,2,4.0,41.0,Green,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
395,IND0041131120240100397,Found,IND0041131120240100397,13_11_2024_09_50_28,UF78CT9550,UP78CT9558,Not_Found,truck,truck,covered,truck,covered,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
396,IND0041131120240100398,Found,IND0041131120240100398,13_11_2024_09_51_01,MP04LD6899,MP04LD6899,non_mining,mini_truck,mini_truck,non_mining,mini_truck,non_mining,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
397,IND0041131120240100399,Found,IND0041131120240100399,13_11_2024_09_51_25,,DL1V4813,Not_Found,mini_truck,mini_truck,non_mining,mini_truck,non_mining,1.0,2,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
398,IND0041131120240100400,Found,IND0041131120240100400,13_11_2024_09_52_04,MP04HE4509,MP04HE4509,non_mining,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Black,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
399,IND0041131120240100401,Found,IND0041131120240100401,13_11_2024_09_52_41,MP07HB9007,MP07HB9007,Not_Found,truck,truck,non_mining,truck,non_mining,1.0,,4.0,41.0,Blue,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
400,IND0041131120240100402,Found,IND0041131120240100402,13_11_2024_09_53_01,MH40CT1147,MH40CT1147,Not_Found,truck,truck,covered,truck,covered,1.0,,4.0,41.0,White,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
401,IND0041131120240200002,Found,IND0041131120240200002,13_11_2024_00_21_50,MP04ZS6625,MP04ZS6625,Not_Found,truck,truck,non_mining,truck,non_mining,2.0,,4.0,41.0,White,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
402,IND0041131120240200003,Found,IND0041131120240200003,13_11_2024_00_22_09,,HRA,Not_Found,hywa,hywa,mining_full,hywa,mining_full,2.0,2,4.0,41.0,Not_Found,Stone_crush_powder,92.0,,Found,200,Data Saved Successfully!,518914.0,Success
403,IND0041131120240200004,Found,IND0041131120240200004,13_11_2024_00_23_43,MP04GA8320,MP04GA8320,Not_Found,truck,truck,covered,truck,covered,2.0,,4.0,41.0,Not_Found,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
404,IND0041131120240200005,Found,IND0041131120240200005,13_11_2024_00_25_33,,,Not_Found,truck,truck,covered,truck,covered,2.0,2,1.0,41.0,Not_Found,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
405,IND0041131120240200006,Found,IND0041131120240200006,13_11_2024_00_26_55,RJ11GC4026,RJ11GC4026,Not_Found,truck,truck,covered,truck,covered,2.0,,4.0,41.0,Not_Found,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
406,IND0041131120240200007,Found,IND0041131120240200007,13_11_2024_00_27_18,MP04ZQ5777,MP04ZQ5777,Not_Found,hywa,hywa,non_mining,hywa,non_mining,2.0,,3.0,41.0,Not_Found,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
407,IND0041131120240200008,Found,IND0041131120240200008,13_11_2024_00_29_50,,DL1R2461,Not_Found,truck,truck,covered,truck,covered,2.0,2,3.0,41.0,Not_Found,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
408,IND0041131120240200009,Found,IND0041131120240200009,13_11_2024_00_31_26,,,Not_Found,truck,truck,covered,truck,covered,2.0,2,4.0,41.0,Not_Found,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
409,IND0041131120240200010,Found,IND0041131120240200010,13_11_2024_00_38_13,MH18BG5914,MH18BG5914,Not_Found,truck,truck,covered,truck,covered,2.0,,4.0,41.0,Not_Found,,0.0,,Found,200,Non Mining Vehicle or not mining full,-1.0,-1
