,id,datetime,top_class_name,front_class_name,lane_id,ANPR_frames_process,Processed,Raw_Top_Category_List,Raw_Front_Category_List,double_entry,final_top_class
0,IND0041201020240101411,20_10_2024_19_28_05,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
1,IND0041201020240100594,20_10_2024_10_08_11,Not_Found,hywa,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['hywa', 'hywa', 'hywa']",No,mining_full
2,IND0041201020240100360,20_10_2024_07_28_45,covered,truck,1,4,True,"['covered', 'covered', 'covered']","['truck', 'truck', 'truck']",No,covered
3,IND0041201020240101492,20_10_2024_20_23_53,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,mining_full
4,IND0041201020240101442,20_10_2024_19_54_26,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
5,IND0041201020240100803,20_10_2024_12_33_23,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
6,IND0041201020240200691,20_10_2024_18_05_53,Not_Found,mini_truck,2,3,True,"['Not_Found', 'Not_Found']","['mini_truck', 'mini_truck']",No,non_mining
7,IND0041201020240101428,20_10_2024_19_41_11,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,mining_empty
8,IND0041201020240101073,20_10_2024_15_28_11,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
9,IND0041201020240101685,20_10_2024_23_03_51,Not_Found,truck,1,3,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,covered
10,IND0041201020240100437,20_10_2024_08_26_51,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
11,IND0041201020240200339,20_10_2024_09_03_30,non_mining,truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
12,IND0041201020240100778,20_10_2024_12_23_04,covered,truck,1,4,True,"['Not_Found', 'covered', 'covered']","['truck', 'truck', 'truck']",No,covered
13,IND0041201020240101575,20_10_2024_21_26_23,Not_Found,hywa,1,1,False,['Not_Found'],['hywa'],Yes,mining_full
14,IND0041201020240100044,20_10_2024_00_42_19,Not_Found,truck,1,1,False,['Not_Found'],['truck'],Yes,mining_full
15,IND0041201020240101679,20_10_2024_22_58_07,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,mining_full
16,IND0041201020240200531,20_10_2024_13_37_51,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,Not_Found
17,IND0041201020240200640,20_10_2024_16_53_48,non_mining,mini_truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
18,IND0041201020240101070,20_10_2024_15_26_46,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'non_mining']","['truck', 'truck', 'truck']",No,covered
19,IND0041201020240101361,20_10_2024_18_46_12,Not_Found,mini_truck,1,3,True,"['Not_Found', 'Not_Found']","['mini_truck', 'mini_truck']",No,non_mining
20,IND0041201020240200565,20_10_2024_14_20_03,non_mining,truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
21,IND0041201020240200840,20_10_2024_22_29_06,Not_Found,mini_truck,2,1,False,['Not_Found'],['mini_truck'],No,non_mining
22,IND0041201020240101260,20_10_2024_17_35_10,Not_Found,truck,1,3,True,"['Not_Found', 'Not_Found']","['truck', 'hywa']",No,Not_Found
23,IND0041201020240200601,20_10_2024_15_34_13,non_mining,mini_truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
24,IND0041201020240100484,20_10_2024_08_56_10,Not_Found,hywa,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'hywa', 'hywa']",No,non_mining
25,IND0041201020240100061,20_10_2024_00_56_30,Not_Found,truck,1,1,False,['Not_Found'],['truck'],No,mining_full
26,IND0041201020240200341,20_10_2024_09_03_50,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
27,IND0041201020240101397,20_10_2024_19_18_15,Not_Found,mini_truck,1,1,False,"['Not_Found', 'Not_Found']","['mini_truck', 'mini_truck']",No,covered
28,IND0041201020240101051,20_10_2024_15_15_41,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
29,IND0041201020240200235,20_10_2024_05_28_23,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
30,IND0041201020240100711,20_10_2024_11_32_41,non_mining,mini_truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
31,IND0041201020240101480,20_10_2024_20_18_45,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
32,IND0041201020240100320,20_10_2024_06_53_46,covered,truck,1,4,True,"['covered', 'covered', 'covered']","['truck', 'truck', 'truck']",No,covered
33,IND0041201020240101523,20_10_2024_20_39_46,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
34,IND0041201020240100528,20_10_2024_09_20_18,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
35,IND0041201020240101138,20_10_2024_16_12_22,non_mining,mini_truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
36,IND0041201020240100198,20_10_2024_03_42_16,Not_Found,truck,1,3,True,"['Not_Found', 'Not_Found']","['truck', 'truck']",No,Not_Found
37,IND0041201020240200697,20_10_2024_18_14_57,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
38,IND0041201020240101109,20_10_2024_15_53_28,non_mining,mini_truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
39,IND0041201020240101350,20_10_2024_18_40_25,Not_Found,mini_truck,1,2,False,"['Not_Found', 'Not_Found']","['mini_truck', 'mini_truck']",No,Not_Found
40,IND0041201020240100284,20_10_2024_06_23_03,Not_Found,truck,1,1,False,['Not_Found'],['truck'],No,mining_full
41,IND0041201020240200814,20_10_2024_21_29_03,Not_Found,mini_truck,2,3,False,"['Not_Found', 'Not_Found', 'Not_Found']","['mini_truck', 'mini_truck', 'mini_truck', 'mini_truck']",No,Not_Found
42,IND0041201020240200433,20_10_2024_11_21_58,Not_Found,tractor,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor']",No,non_mining
43,IND0041201020240200642,20_10_2024_16_55_43,covered,mini_truck,2,4,True,"['covered', 'covered', 'covered']","['mini_truck', 'mini_truck', 'mini_truck']",No,covered
44,IND0041201020240200042,20_10_2024_00_50_30,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,covered
45,IND0041201020240200437,20_10_2024_11_31_00,non_mining,truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
46,IND0041201020240101360,20_10_2024_18_44_26,Not_Found,mini_truck,1,2,False,['Not_Found'],['mini_truck'],No,Not_Found
47,IND0041201020240101384,20_10_2024_19_03_28,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
48,IND0041201020240100956,20_10_2024_14_17_05,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
49,IND0041201020240100613,20_10_2024_10_27_38,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
50,IND0041201020240101605,20_10_2024_21_54_10,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
51,IND0041201020240101143,20_10_2024_16_17_12,Not_Found,truck,1,3,True,"['Not_Found', 'Not_Found']","['truck', 'hywa']",No,non_mining
52,IND0041201020240101185,20_10_2024_16_51_47,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
53,IND0041201020240101325,20_10_2024_18_24_37,Not_Found,truck,1,1,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,non_mining
54,IND0041201020240100186,20_10_2024_03_22_20,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,mining_full
55,IND0041201020240101420,20_10_2024_19_33_18,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
56,IND0041201020240200615,20_10_2024_15_56_25,Not_Found,hywa,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['hywa', 'hywa', 'hywa']",No,Not_Found
57,IND0041201020240200635,20_10_2024_16_44_03,Not_Found,tractor,2,1,False,"['Not_Found', 'non_mining', 'Not_Found']","['tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor']",No,non_mining
58,IND0041201020240100563,20_10_2024_09_41_19,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
59,IND0041201020240100709,20_10_2024_11_31_08,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
60,IND0041201020240100008,20_10_2024_00_14_14,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
61,IND0041201020240200444,20_10_2024_11_39_04,Not_Found,truck,2,3,False,"['Not_Found', 'Not_Found']","['truck', 'truck']",No,covered
62,IND0041201020240200652,20_10_2024_17_15_20,non_mining,truck,2,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
63,IND0041201020240101245,20_10_2024_17_25_07,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
64,IND0041201020240200545,20_10_2024_13_53_10,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
65,IND0041201020240200491,20_10_2024_12_40_13,non_mining,mini_truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
66,IND0041201020240100539,20_10_2024_09_26_10,Not_Found,hywa,1,4,True,"['Not_Found', 'Not_Found', 'mining_full']","['hywa', 'hywa', 'hywa']",No,mining_full
67,IND0041201020240101602,20_10_2024_21_52_24,Not_Found,truck,1,1,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,non_mining
68,IND0041201020240200220,20_10_2024_05_06_30,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
69,IND0041201020240100969,20_10_2024_14_28_58,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
70,IND0041201020240200149,20_10_2024_03_29_44,Not_Found,truck,2,2,True,['Not_Found'],['truck'],No,covered
71,IND0041201020240100075,20_10_2024_01_05_27,Not_Found,truck,1,1,False,['Not_Found'],['truck'],Yes,Not_Found
72,IND0041201020240200571,20_10_2024_14_29_54,non_mining,mini_truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
73,IND0041201020240100799,20_10_2024_12_32_24,Not_Found,hywa,1,3,True,"['Not_Found', 'Not_Found']","['hywa', 'hywa']",No,Not_Found
74,IND0041201020240200194,20_10_2024_04_28_32,Not_Found,truck,2,1,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,mining_empty
75,IND0041201020240200052,20_10_2024_01_09_10,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
76,IND0041201020240100095,20_10_2024_01_22_05,Not_Found,truck,1,3,True,"['Not_Found', 'Not_Found']","['truck', 'truck']",No,mining_full
77,IND0041201020240101576,20_10_2024_21_26_23,Not_Found,truck,1,1,False,['Not_Found'],['truck'],Yes,mining_full
78,IND0041201020240200376,20_10_2024_09_48_36,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
79,IND0041201020240101378,20_10_2024_18_59_49,non_mining,mini_truck,1,1,False,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck', 'mini_truck', 'truck']",No,non_mining
80,IND0041201020240101538,20_10_2024_20_51_22,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
81,IND0041201020240101193,20_10_2024_16_56_33,Not_Found,truck,1,3,True,"['Not_Found', 'covered']","['truck', 'truck']",No,covered
82,IND0041201020240200555,20_10_2024_14_01_44,mining_empty,tractor,2,2,False,"['mining_empty', 'mining_empty', 'mining_empty']","['tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor']",No,mining_empty
83,IND0041201020240100906,20_10_2024_13_38_49,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
84,IND0041201020240101364,20_10_2024_18_46_13,Not_Found,mini_truck,1,3,False,"['Not_Found', 'Not_Found']","['mini_truck', 'mini_truck']",Yes,non_mining
85,IND0041201020240200706,20_10_2024_18_24_56,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
86,IND0041201020240101409,20_10_2024_19_27_47,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
87,IND0041201020240100246,20_10_2024_04_52_27,Not_Found,truck,1,1,False,['Not_Found'],['truck'],No,non_mining
88,IND0041201020240100834,20_10_2024_12_49_47,Not_Found,truck,1,1,False,['Not_Found'],['truck'],No,covered
89,IND0041201020240200118,20_10_2024_02_49_43,non_mining,mini_truck,2,1,False,"['non_mining', 'Not_Found']","['mini_truck', 'mini_truck']",No,non_mining
90,IND0041201020240200853,20_10_2024_22_41_52,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
91,IND0041201020240200613,20_10_2024_15_54_01,non_mining,mini_truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
92,IND0041201020240100261,20_10_2024_05_22_50,Not_Found,truck,1,1,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,covered
93,IND0041201020240200881,20_10_2024_23_39_46,Not_Found,mini_truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['mini_truck', 'mini_truck', 'mini_truck']",No,covered
94,IND0041201020240101152,20_10_2024_16_25_28,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
95,IND0041201020240100013,20_10_2024_00_16_53,Not_Found,truck,1,1,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck']",No,non_mining
96,IND0041201020240100009,20_10_2024_00_14_20,Not_Found,truck,1,3,False,"['Not_Found', 'Not_Found']","['truck', 'truck']",No,mining_full
97,IND0041201020240100561,20_10_2024_09_41_11,Not_Found,hywa,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['hywa', 'hywa', 'hywa']",No,mining_full
98,IND0041201020240200797,20_10_2024_20_37_18,Not_Found,mini_truck,2,1,False,"['Not_Found', 'Not_Found']","['mini_truck', 'mini_truck']",No,covered
99,IND0041201020240100122,20_10_2024_01_53_38,Not_Found,truck,1,1,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,non_mining
100,IND0041201020240200277,20_10_2024_07_05_04,covered,mini_truck,2,4,True,"['covered', 'covered', 'covered']","['mini_truck', 'mini_truck', 'mini_truck']",No,covered
101,IND0041201020240100002,20_10_2024_00_03_04,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
102,IND0041201020240101162,20_10_2024_16_32_43,non_mining,mini_truck,1,3,True,"['non_mining', 'non_mining']","['mini_truck', 'mini_truck']",No,non_mining
103,IND0041201020240200800,20_10_2024_20_43_32,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
104,IND0041201020240200525,20_10_2024_13_26_15,non_mining,truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
105,IND0041201020240100274,20_10_2024_05_47_59,Not_Found,truck,1,3,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck']",No,non_mining
106,IND0041201020240100889,20_10_2024_13_25_56,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
107,IND0041201020240100081,20_10_2024_01_07_06,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
108,IND0041201020240101198,20_10_2024_16_58_44,Not_Found,hywa,1,1,False,['Not_Found'],['hywa'],No,non_mining
109,IND0041201020240100847,20_10_2024_12_57_37,non_mining,mini_truck,1,2,False,"['non_mining', 'Not_Found']","['mini_truck', 'mini_truck']",No,non_mining
110,IND0041201020240100695,20_10_2024_11_18_34,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
111,IND0041201020240200081,20_10_2024_01_43_13,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
112,IND0041201020240101309,20_10_2024_18_18_56,Not_Found,mini_truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['mini_truck', 'mini_truck', 'mini_truck']",Yes,Not_Found
113,IND0041201020240101018,20_10_2024_14_56_31,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
114,IND0041201020240200647,20_10_2024_17_00_40,non_mining,truck,2,1,False,['non_mining'],['truck'],Yes,non_mining
115,IND0041201020240200865,20_10_2024_23_12_17,Not_Found,truck,2,1,False,"['Not_Found', 'Not_Found']","['truck', 'truck']",No,non_mining
116,IND0041201020240101050,20_10_2024_15_15_05,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
117,IND0041201020240100787,20_10_2024_12_27_08,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
118,IND0041201020240100754,20_10_2024_12_06_15,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'non_mining']","['truck', 'truck', 'truck']",No,covered
119,IND0041201020240100622,20_10_2024_10_32_42,non_mining,mini_truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
120,IND0041201020240100097,20_10_2024_01_22_54,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
121,IND0041201020240200707,20_10_2024_18_25_31,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,non_mining
122,IND0041201020240100900,20_10_2024_13_34_55,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
123,IND0041201020240100720,20_10_2024_11_39_07,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
124,IND0041201020240101054,20_10_2024_15_18_02,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'non_mining']","['truck', 'truck', 'truck']",No,mining_empty
125,IND0041201020240100700,20_10_2024_11_22_04,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
126,IND0041201020240200818,20_10_2024_21_38_58,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
127,IND0041201020240200573,20_10_2024_14_31_44,mining_empty,tractor,2,1,False,"['Not_Found', 'mining_empty', 'mining_empty']","['tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor']",No,mining_empty
128,IND0041201020240101497,20_10_2024_20_24_55,Not_Found,truck,1,3,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,mining_empty
129,IND0041201020240200510,20_10_2024_13_00_14,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
130,IND0041201020240100860,20_10_2024_13_06_26,non_mining,truck,1,3,True,"['non_mining', 'non_mining']","['truck', 'truck']",No,non_mining
131,IND0041201020240101407,20_10_2024_19_24_54,Not_Found,truck,1,2,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,non_mining
132,IND0041201020240100180,20_10_2024_03_13_25,Not_Found,truck,1,2,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,covered
133,IND0041201020240200247,20_10_2024_05_48_36,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,Not_Found
134,IND0041201020240200400,20_10_2024_10_41_06,non_mining,truck,2,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
135,IND0041201020240100215,20_10_2024_04_10_42,Not_Found,truck,1,1,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck']",No,non_mining
136,IND0041201020240100846,20_10_2024_12_57_12,covered,truck,1,4,True,"['covered', 'covered', 'covered']","['truck', 'truck', 'truck']",No,covered
137,IND0041201020240100609,20_10_2024_10_25_14,non_mining,mini_truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
138,IND0041201020240101398,20_10_2024_19_18_16,Not_Found,mini_truck,1,2,False,['Not_Found'],['mini_truck'],No,covered
139,IND0041201020240101499,20_10_2024_20_27_19,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
140,IND0041201020240101007,20_10_2024_14_53_12,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
141,IND0041201020240200342,20_10_2024_09_03_52,covered,truck,2,1,False,['covered'],['truck'],Yes,covered
142,IND0041201020240101423,20_10_2024_19_35_14,Not_Found,truck,1,1,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,covered
143,IND0041201020240101205,20_10_2024_17_01_18,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
144,IND0041201020240200335,20_10_2024_08_59_50,mining_empty,truck,2,4,True,"['mining_empty', 'mining_empty', 'mining_empty']","['truck', 'truck', 'truck']",No,mining_empty
145,IND0041201020240200547,20_10_2024_13_54_19,non_mining,mini_truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
146,IND0041201020240200389,20_10_2024_10_24_04,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
147,IND0041201020240200559,20_10_2024_14_02_47,non_mining,truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
148,IND0041201020240100649,20_10_2024_10_45_58,non_mining,mini_truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
149,IND0041201020240100226,20_10_2024_04_25_32,Not_Found,truck,1,1,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck']",No,mining_empty
150,IND0041201020240100103,20_10_2024_01_29_53,Not_Found,truck,1,1,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck']",No,non_mining
151,IND0041201020240200139,20_10_2024_03_16_32,Not_Found,truck,2,1,False,"['Not_Found', 'Not_Found', 'non_mining']","['truck', 'truck', 'truck', 'truck', 'truck']",No,covered
152,IND0041201020240100382,20_10_2024_07_50_48,non_mining,truck,1,1,False,"['non_mining', 'Not_Found', 'non_mining']","['truck', 'truck', 'truck', 'truck', 'truck']",No,non_mining
153,IND0041201020240200850,20_10_2024_22_40_09,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
154,IND0041201020240100581,20_10_2024_09_59_11,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
155,IND0041201020240100237,20_10_2024_04_32_19,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
156,IND0041201020240200582,20_10_2024_14_44_35,covered,truck,2,4,True,"['covered', 'covered', 'covered']","['truck', 'truck', 'truck']",No,covered
157,IND0041201020240100194,20_10_2024_03_29_13,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,mining_full
158,IND0041201020240100848,20_10_2024_12_58_05,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
159,IND0041201020240101335,20_10_2024_18_30_30,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
