,id,datetime,top_class_name,front_class_name,lane_id,ANPR_frames_process,Processed,Raw_Top_Category_List,Raw_Front_Category_List,double_entry,final_top_class
1100,IND0041201020240200722,20_10_2024_18_45_30,Not_Found,mini_truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['mini_truck', 'truck', 'mini_truck']",No,covered
1101,IND0041201020240100424,20_10_2024_08_17_31,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1102,IND0041201020240100996,20_10_2024_14_44_02,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1103,IND0041201020240200477,20_10_2024_12_19_29,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'non_mining']","['truck', 'truck', 'truck']",No,Not_Found
1104,IND0041201020240101487,20_10_2024_20_22_11,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,mining_empty
1105,IND0041201020240200849,20_10_2024_22_39_44,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'non_mining']","['truck', 'truck', 'truck']",No,covered
1106,IND0041201020240100301,20_10_2024_06_39_31,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
1107,IND0041201020240101581,20_10_2024_21_30_36,Not_Found,truck,1,3,True,"['Not_Found', 'Not_Found']","['truck', 'truck']",No,covered
1108,IND0041201020240200048,20_10_2024_01_07_14,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
1109,IND0041201020240200241,20_10_2024_05_33_45,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,mining_full
1110,IND0041201020240200305,20_10_2024_08_21_54,covered,truck,2,4,True,"['covered', 'covered', 'covered']","['truck', 'truck', 'truck']",No,covered
1111,IND0041201020240200859,20_10_2024_22_59_22,Not_Found,mini_truck,2,1,False,['Not_Found'],['mini_truck'],No,Not_Found
1112,IND0041201020240100784,20_10_2024_12_25_15,non_mining,mini_truck,1,3,False,"['non_mining', 'non_mining']","['mini_truck', 'mini_truck']",No,non_mining
1113,IND0041201020240200202,20_10_2024_04_44_28,Not_Found,truck,2,3,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,covered
1114,IND0041201020240200456,20_10_2024_11_56_16,non_mining,truck,2,4,True,"['non_mining', 'non_mining', 'mining_empty']","['truck', 'truck', 'truck']",No,non_mining
1115,IND0041201020240101467,20_10_2024_20_06_52,Not_Found,mini_truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
1116,IND0041201020240100822,20_10_2024_12_45_25,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1117,IND0041201020240100964,20_10_2024_14_23_12,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'covered']","['truck', 'truck', 'truck']",No,non_mining
1118,IND0041201020240101041,20_10_2024_15_09_21,non_mining,mini_truck,1,3,True,"['non_mining', 'non_mining']","['mini_truck', 'mini_truck']",No,non_mining
1119,IND0041201020240101268,20_10_2024_17_42_48,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1120,IND0041201020240100350,20_10_2024_07_19_13,Not_Found,hywa,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['hywa', 'hywa', 'hywa']",No,mining_full
1121,IND0041201020240200284,20_10_2024_07_19_51,Not_Found,hywa,2,3,False,"['Not_Found', 'Not_Found', 'mining_empty']","['hywa', 'hywa', 'hywa', 'hywa', 'hywa', 'hywa', 'hywa', 'hywa']",No,mining_full
1122,IND0041201020240100519,20_10_2024_09_13_50,mining_full,hywa,1,4,True,"['Not_Found', 'mining_full', 'mining_full']","['hywa', 'hywa', 'hywa']",No,mining_full
1123,IND0041201020240100012,20_10_2024_00_16_53,Not_Found,truck,1,1,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
1124,IND0041201020240100500,20_10_2024_09_01_56,non_mining,truck,1,2,False,['non_mining'],['truck'],No,non_mining
1125,IND0041201020240100236,20_10_2024_04_31_20,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
1126,IND0041201020240101495,20_10_2024_20_24_18,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
1127,IND0041201020240101201,20_10_2024_16_59_17,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1128,IND0041201020240200607,20_10_2024_15_39_44,covered,truck,2,3,True,"['covered', 'covered']","['truck', 'truck']",No,covered
1129,IND0041201020240200498,20_10_2024_12_51_42,non_mining,mini_truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
1130,IND0041201020240101491,20_10_2024_20_23_43,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
1131,IND0041201020240200715,20_10_2024_18_40_50,Not_Found,truck,2,1,False,['Not_Found'],['truck'],No,non_mining
1132,IND0041201020240100729,20_10_2024_11_45_33,Not_Found,truck,1,1,False,"['Not_Found', 'Not_Found', 'non_mining']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,non_mining
1133,IND0041201020240100035,20_10_2024_00_37_26,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,mining_full
1134,IND0041201020240100990,20_10_2024_14_40_02,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1135,IND0041201020240200728,20_10_2024_18_48_43,Not_Found,mini_truck,2,2,False,['Not_Found'],['mini_truck'],No,Not_Found
1136,IND0041201020240200821,20_10_2024_21_45_27,Not_Found,mini_truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['mini_truck', 'mini_truck', 'mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
1137,IND0041201020240200817,20_10_2024_21_35_25,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
1138,IND0041201020240101656,20_10_2024_22_41_51,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
1139,IND0041201020240100620,20_10_2024_10_30_43,Not_Found,hywa,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['hywa', 'hywa', 'hywa']",No,mining_full
1140,IND0041201020240200746,20_10_2024_19_15_16,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
1141,IND0041201020240100051,20_10_2024_00_49_04,Not_Found,hywa,1,1,False,['Not_Found'],['hywa'],No,mining_full
1142,IND0041201020240100806,20_10_2024_12_35_18,Not_Found,truck,1,2,False,['Not_Found'],['truck'],No,mining_full
1143,IND0041201020240101024,20_10_2024_14_57_34,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1144,IND0041201020240100531,20_10_2024_09_21_11,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1145,IND0041201020240200300,20_10_2024_08_10_38,non_mining,truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1146,IND0041201020240100346,20_10_2024_07_14_14,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1147,IND0041201020240100665,20_10_2024_10_53_58,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1148,IND0041201020240200675,20_10_2024_17_43_05,non_mining,truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1149,IND0041201020240200018,20_10_2024_00_20_32,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
1150,IND0041201020240100497,20_10_2024_09_00_29,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1151,IND0041201020240100288,20_10_2024_06_28_12,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
1152,IND0041201020240101496,20_10_2024_20_24_35,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
1153,IND0041201020240200158,20_10_2024_03_46_33,Not_Found,truck,2,2,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'hywa', 'truck', 'truck', 'truck']",No,mining_full
1154,IND0041201020240100279,20_10_2024_05_51_41,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck']",No,non_mining
1155,IND0041201020240200496,20_10_2024_12_46_40,non_mining,mini_truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
1156,IND0041201020240200354,20_10_2024_09_20_15,non_mining,truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1157,IND0041201020240100477,20_10_2024_08_52_03,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1158,IND0041201020240100031,20_10_2024_00_34_43,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,mining_full
1159,IND0041201020240100200,20_10_2024_03_44_30,Not_Found,truck,1,1,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,non_mining
1160,IND0041201020240200415,20_10_2024_10_58_50,Not_Found,truck,2,3,True,"['Not_Found', 'non_mining']","['truck', 'truck']",No,non_mining
1161,IND0041201020240101515,20_10_2024_20_37_49,Not_Found,truck,1,2,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,covered
1162,IND0041201020240100786,20_10_2024_12_26_47,non_mining,mini_truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
1163,IND0041201020240101189,20_10_2024_16_54_22,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1164,IND0041201020240100483,20_10_2024_08_55_49,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1165,IND0041201020240100151,20_10_2024_02_36_54,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
1166,IND0041201020240200176,20_10_2024_04_08_31,Not_Found,truck,2,3,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck']",No,covered
1167,IND0041201020240100707,20_10_2024_11_27_40,Not_Found,hywa,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'hywa', 'hywa']",No,mining_full
1168,IND0041201020240200064,20_10_2024_01_28_45,Not_Found,mini_truck,2,3,False,"['Not_Found', 'Not_Found']","['mini_truck', 'mini_truck']",No,covered
1169,IND0041201020240101626,20_10_2024_22_13_38,Not_Found,truck,1,3,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck']",No,non_mining
1170,IND0041201020240101664,20_10_2024_22_50_15,Not_Found,mini_truck,1,1,False,"['Not_Found', 'Not_Found', 'Not_Found']","['mini_truck', 'mini_truck', 'mini_truck', 'mini_truck', 'mini_truck', 'mini_truck', 'mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
1171,IND0041201020240200310,20_10_2024_08_24_21,non_mining,truck,2,2,False,['non_mining'],['truck'],No,non_mining
1172,IND0041201020240100916,20_10_2024_13_46_47,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'covered']","['truck', 'truck', 'truck']",No,mining_empty
1173,IND0041201020240100402,20_10_2024_08_07_49,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1174,IND0041201020240100918,20_10_2024_13_48_20,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'non_mining']","['truck', 'truck', 'truck']",No,covered
1175,IND0041201020240200066,20_10_2024_01_28_46,Not_Found,mini_truck,2,1,False,['Not_Found'],['mini_truck'],Yes,covered
1176,IND0041201020240100309,20_10_2024_06_48_47,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1177,IND0041201020240200692,20_10_2024_18_06_55,Not_Found,mini_truck,2,1,False,['Not_Found'],['mini_truck'],No,Not_Found
1178,IND0041201020240200564,20_10_2024_14_19_43,non_mining,tractor,2,1,False,"['non_mining', 'non_mining', 'non_mining']","['tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor']",No,non_mining
1179,IND0041201020240100513,20_10_2024_09_08_11,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1180,IND0041201020240101560,20_10_2024_21_14_21,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
1181,IND0041201020240101117,20_10_2024_15_58_09,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1182,IND0041201020240100779,20_10_2024_12_23_34,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1183,IND0041201020240100468,20_10_2024_08_47_00,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'non_mining']","['truck', 'truck', 'truck']",No,covered
1184,IND0041201020240200730,20_10_2024_18_49_21,Not_Found,truck,2,1,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck']",No,non_mining
1185,IND0041201020240100307,20_10_2024_06_45_44,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1186,IND0041201020240200271,20_10_2024_06_47_54,covered,mini_truck,2,3,True,"['covered', 'covered']","['mini_truck', 'mini_truck']",No,covered
1187,IND0041201020240100924,20_10_2024_13_50_18,non_mining,mini_truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck']",Yes,non_mining
1188,IND0041201020240100591,20_10_2024_10_07_01,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1189,IND0041201020240101450,20_10_2024_19_57_28,Not_Found,truck,1,2,False,['Not_Found'],['truck'],No,non_mining
1190,IND0041201020240101674,20_10_2024_22_55_02,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
1191,IND0041201020240200282,20_10_2024_07_15_29,covered,mini_truck,2,4,True,"['covered', 'covered', 'covered']","['mini_truck', 'mini_truck', 'mini_truck']",No,covered
1192,IND0041201020240101283,20_10_2024_17_53_30,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1193,IND0041201020240200236,20_10_2024_05_28_59,Not_Found,truck,2,2,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,covered
1194,IND0041201020240101126,20_10_2024_16_04_40,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1195,IND0041201020240100922,20_10_2024_13_49_56,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1196,IND0041201020240100988,20_10_2024_14_39_33,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'non_mining']","['truck', 'truck', 'truck']",No,covered
1197,IND0041201020240200197,20_10_2024_04_35_17,Not_Found,mini_truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['mini_truck', 'mini_truck', 'mini_truck']",No,covered
1198,IND0041201020240100260,20_10_2024_05_18_24,Not_Found,mini_truck,1,1,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'mini_truck', 'mini_truck']",No,non_mining
1199,IND0041201020240101057,20_10_2024_15_19_45,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1200,IND0041201020240200438,20_10_2024_11_31_26,covered,truck,2,4,True,"['covered', 'covered', 'covered']","['truck', 'truck', 'truck']",No,covered
1201,IND0041201020240100460,20_10_2024_08_42_54,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1202,IND0041201020240100744,20_10_2024_11_59_29,non_mining,truck,1,3,True,"['non_mining', 'non_mining']","['truck', 'truck']",No,non_mining
1203,IND0041201020240200749,20_10_2024_19_20_10,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck']",No,covered
1204,IND0041201020240200703,20_10_2024_18_18_58,Not_Found,truck,2,4,True,"['Not_Found', 'non_mining', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
1205,IND0041201020240101702,20_10_2024_23_30_33,Not_Found,truck,1,2,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,non_mining
1206,IND0041201020240200543,20_10_2024_13_52_56,non_mining,truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1207,IND0041201020240101524,20_10_2024_20_40_17,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
1208,IND0041201020240100872,20_10_2024_13_12_18,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1209,IND0041201020240100034,20_10_2024_00_35_41,Not_Found,truck,1,1,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'hywa', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",Yes,mining_full
1210,IND0041201020240100934,20_10_2024_14_01_33,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
1211,IND0041201020240100434,20_10_2024_08_24_56,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1212,IND0041201020240101408,20_10_2024_19_26_49,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
1213,IND0041201020240200677,20_10_2024_17_44_01,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'non_mining']","['truck', 'truck', 'truck']",No,covered
1214,IND0041201020240200393,20_10_2024_10_30_16,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'covered']","['truck', 'truck', 'truck']",No,covered
1215,IND0041201020240100611,20_10_2024_10_26_28,non_mining,mini_truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
1216,IND0041201020240101027,20_10_2024_14_59_08,non_mining,mini_truck,1,3,False,"['non_mining', 'non_mining']","['mini_truck', 'mini_truck']",No,non_mining
1217,IND0041201020240101449,20_10_2024_19_57_11,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
1218,IND0041201020240101382,20_10_2024_19_01_18,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
1219,IND0041201020240101282,20_10_2024_17_52_32,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1220,IND0041201020240200274,20_10_2024_06_56_44,non_mining,truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1221,IND0041201020240100329,20_10_2024_06_58_59,Not_Found,truck,1,2,False,['Not_Found'],['truck'],No,covered
1222,IND0041201020240100367,20_10_2024_07_33_59,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
1223,IND0041201020240100869,20_10_2024_13_10_25,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
1224,IND0041201020240200253,20_10_2024_06_13_54,non_mining,truck,2,1,False,"['non_mining', 'non_mining']","['truck', 'truck']",No,non_mining
1225,IND0041201020240200296,20_10_2024_08_02_07,non_mining,truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1226,IND0041201020240200833,20_10_2024_22_21_48,non_mining,mini_truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
1227,IND0041201020240200043,20_10_2024_01_00_50,Not_Found,mini_truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['mini_truck', 'mini_truck', 'mini_truck']",No,covered
1228,IND0041201020240200357,20_10_2024_09_25_52,Not_Found,hywa,2,2,False,['Not_Found'],['hywa'],No,non_mining
1229,IND0041201020240200091,20_10_2024_02_14_07,Not_Found,truck,2,1,False,['Not_Found'],['truck'],Yes,mining_full
1230,IND0041201020240200142,20_10_2024_03_22_17,Not_Found,truck,2,2,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,non_mining
1231,IND0041201020240200750,20_10_2024_19_20_30,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
1232,IND0041201020240101618,20_10_2024_22_08_00,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
1233,IND0041201020240200490,20_10_2024_12_40_05,Not_Found,mini_truck,2,1,False,['Not_Found'],['mini_truck'],No,non_mining
1234,IND0041201020240101368,20_10_2024_18_50_51,Not_Found,mini_truck,1,2,False,['Not_Found'],['mini_truck'],No,Not_Found
1235,IND0041201020240100584,20_10_2024_10_00_36,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1236,IND0041201020240100940,20_10_2024_14_04_32,non_mining,truck,1,4,True,"['non_mining', 'Not_Found', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1237,IND0041201020240200050,20_10_2024_01_08_45,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,mining_full
1238,IND0041201020240200040,20_10_2024_00_49_11,Not_Found,truck,2,2,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,mining_full
1239,IND0041201020240200426,20_10_2024_11_14_38,non_mining,truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1240,IND0041201020240100017,20_10_2024_00_20_51,Not_Found,truck,1,2,False,['Not_Found'],['truck'],No,covered
1241,IND0041201020240100678,20_10_2024_11_05_38,non_mining,truck,1,4,True,"['Not_Found', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1242,IND0041201020240200774,20_10_2024_20_04_52,Not_Found,mini_truck,2,1,False,['Not_Found'],['mini_truck'],No,covered
1243,IND0041201020240101446,20_10_2024_19_55_19,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
1244,IND0041201020240200184,20_10_2024_04_18_35,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1245,IND0041201020240100928,20_10_2024_13_54_17,non_mining,truck,1,4,True,"['non_mining', 'non_mining', 'non_mining']","['truck', 'truck', 'truck']",No,non_mining
1246,IND0041201020240101518,20_10_2024_20_38_36,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,non_mining
1247,IND0041201020240101352,20_10_2024_18_41_39,Not_Found,truck,1,1,False,"['Not_Found', 'Not_Found']","['truck', 'truck']",No,non_mining
1248,IND0041201020240200883,20_10_2024_23_44_47,Not_Found,mini_truck,2,2,False,['Not_Found'],['mini_truck'],No,non_mining
1249,IND0041201020240200033,20_10_2024_00_46_35,Not_Found,hywa,2,1,False,['Not_Found'],['hywa'],No,mining_full
1250,IND0041201020240100739,20_10_2024_11_53_40,Not_Found,mini_truck,1,3,False,"['Not_Found', 'Not_Found', 'Not_Found']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
1251,IND0041201020240200483,20_10_2024_12_26_55,non_mining,tractor,2,2,False,"['non_mining', 'non_mining', 'non_mining']","['tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor', 'tractor']",No,non_mining
1252,IND0041201020240200224,20_10_2024_05_08_35,Not_Found,truck,2,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,mining_full
1253,IND0041201020240101546,20_10_2024_21_03_15,Not_Found,truck,1,3,True,"['Not_Found', 'Not_Found']","['truck', 'truck']",No,covered
1254,IND0041201020240200103,20_10_2024_02_33_58,Not_Found,truck,2,1,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,covered
1255,IND0041201020240101393,20_10_2024_19_15_12,Not_Found,truck,1,4,True,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck']",No,covered
1256,IND0041201020240200542,20_10_2024_13_51_57,non_mining,mini_truck,2,4,True,"['non_mining', 'non_mining', 'non_mining']","['mini_truck', 'mini_truck', 'mini_truck']",No,non_mining
1257,IND0041201020240101506,20_10_2024_20_34_24,Not_Found,truck,1,1,False,"['Not_Found', 'Not_Found', 'Not_Found']","['truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck', 'truck']",No,non_mining
